Character Name,Character Notes,Character Set,Player or Boss,Class Name,Class Notes 1,Class Notes 2,FE6 Hex Address,FE7 Hex Address,FE8 Hex Address,Palette Hex
Mathilda,,FE2/15: Echoes,Player,GreatKnight_F,Female,,,,36,007EDE7BBD7F5A7373569466EF514A3DA5285A7FB57ECD598C7AE95D463DA514
Delthea,,FE2/15: Echoes,Player,Mage_F,Female,FE6 ver.,19,,,5553FF7FFF6B1F4B2E19162A91210B15D12D2B1DA610DF57BF43752E2B19A514
Delthea,,FE2/15: Echoes,Player,Mage_F,Female,FE7/8 ver.,,21,26,007EFF7FFF6B1F4B2E19162A91210B15D12D2B1DA610392ABF43752E2B19A514
Delthea,,FE2/15: Echoes,Player,Sage_F,Female,FE6 ver.,1B,,,5553FF7FFF6BBE462E19162A91210B15D12D2B1DA610DF57BF43752E2B19A514
Delthea,,FE2/15: Echoes,Player,Sage_F,Female,FE7/8 ver.,,23,28,5553FF7FFF6B1F4B2E19162A91210B15D12D2B1DA610563ABF43752E2B19A514
Delthea,,FE2/15: Echoes,Player,MageKnight_F,Female,,,,2A,5553FF7FDF57DD3A162E4E1D162A9121D12D2B1DBF43752EBF43D832F021A514
Tatiana,,FE2/15: Echoes,Player,Cleric,,FE6/8 ver.,15,,4A,007EFF7FFF6B1F4B2E193657904ACA39FB3E352AD26AFE77175B0F3A071DA514
Tatiana,,FE2/15: Echoes,Player,Cleric,,FE7 ver.,,1D,,007EFF7FFF6B1F4B2E193657904ACA39FB3E352AD26AFE77175B0F3A071DA514
Tatiana,,FE2/15: Echoes,Player,Bishop_F,Female,FE6/8 ver.,17,,2C,5553FF7FFF6B1F472F193657904AFF431873FB6BF352FE77175B0F3A071DA514
Tatiana,,FE2/15: Echoes,Player,Bishop_F,Female,FE7 ver.,,1F,,5553FF7FFF6BFF32731D904ACA39FF0B3657FB6BF352FE77175B0F3A071DA514
Tatiana,,FE2/15: Echoes,Player,Valkyrie,,,25,2D,4C,007EFF7FDF57DD3A501D0A3A3657904AFE77175B0F3A8B29FA7BB367071DA514
Zeke,,FE2/15: Echoes,Player,Cavalier,Male,,20,28,5,007EFF7FFF5B380DF431D0087E4F5436D12D2B1DE818A6101D4736324E1DA514
Zeke,,FE2/15: Echoes,Player,Paladin,Male,,22,2A,7,007EFF7FFF6FBD2ED131FF27380DD008D12D2B1DE818A610BD7FD5660E4EA514
Zeke,,FE2/15: Echoes,Player,GreatKnight,Male,,,,35,007EDE7BFF5B1F4BB2299952F43D4F29AA145A7FB57ECD59D12D2B1DA610A514
Mycen,,FE2/15: Echoes,Player,Cavalier,Male,,20,28,5,007EFF7FFF5BFE39F43154259452AD35F952333E6D29C7141D4736324E1DA514
Mycen,,FE2/15: Echoes,Player,Paladin,Male,,22,2A,7,007EFF7FFF6FBD2ED131FF27FE395425F952333E6D29C714BD7FD5660E4EA514
Mycen,,FE2/15: Echoes,Player,GreatKnight,Male,,,,35,007EDE7BFF5B1F4BB2299852F33D4E29A9145A7FB57ECD59F952333E6D29A514
Faye,,FE2/15: Echoes,Player,Pupil2,,Custom,B0,B0,B0,5553FF7FFF6B1F4B2E195C57773E9225182A5B42922D5E2DD4252D19A70CA514
Faye,,FE2/15: Echoes,Player,Mage_F,Female,FE6 ver.,19,,,5553FF7FFF6B1F4B2E195C57773E92255B42D5312E215A32D4252D19A70CA514
Faye,,FE2/15: Echoes,Player,Mage_F,Female,FE7/8 ver.,,21,26,007EFF7FFF6B1F4B2E195C57773E92255B42D5312E21392AD4252D19A70CA514
Faye,,FE2/15: Echoes,Player,Sage_F,Female,FE6 ver.,1B,,,5553FF7FFF6BBE462E195C57773E92255B42D5312E215A32D4252D19A70CA514
Faye,,FE2/15: Echoes,Player,Sage_F,Female,FE7/8 ver.,,23,28,5553FF7FFF6B1F4B2E195C57773E92255B42D5312E21FF52D4252D19A70CA514
Faye,,FE2/15: Echoes,Player,MageKnight_F,Female,,,,2A,5553FF7FDF57DD3A162E4E1D5C57773E5B42D531D4252D19D4252D19A70CA514
Celica,,FE2/15: Echoes,Player,PriestessT1,,Custom,C6,C6,C6,55536B0818221F4BFF6B2C5A567BFF7FA514E918D034D81C1E1E94019E1AFF1B
Celica,,FE2/15: Echoes,Player,GaidenPriestess,,Custom,AB,AB,AB,5553FF7FFF6B1F4B182A2E19A923841E8021FF1B9E1A94011F26FC107304A514
Celica,,FE2/15: Echoes,Player,Mage_F,Female,FE6 ver.,19,,,5553FF7FFF6B1F4B2E199F3E1D363521DF773A57954E5F4ADE393425AA14A514
Celica,,FE2/15: Echoes,Player,Mage_F,Female,FE7/8 ver.,,21,26,007EFF7FFF6B1F4B2E199F3E1D363521DF773A57954E392ADE393425AA14A514
Celica,,FE2/15: Echoes,Player,Sage_F,Female,FE6 ver.,1B,,,5553FF7FFF6BBE462E199F3E1D363521DF773A57954E1F63DE393425AA14A514
Celica,,FE2/15: Echoes,Player,Sage_F,Female,FE7/8 ver.,,23,28,5553FF7FFF6B1F4B2E199F3E1D363521DF773A57954EFF7BDE393425AA14A514
Celica,,FE2/15: Echoes,Player,MageKnight_F,Female,,,,2A,5553FF7FDF57DD3A162E4E1D1D363521DF773A57DE393425DE393425EF1CA514
Mae,,FE2/15: Echoes,Player,Mage_F,Female,FE6 ver.,19,,,5553FF7FFF6B1F4B2E19DF5A38469131DE7B396794529F675F3E9729CC14A514
Mae,,FE2/15: Echoes,Player,Mage_F,Female,FE7/8 ver.,,21,26,007EFF7FFF6B1F4B2E19DF5A38469131DE7B39679452392A5F3E9729CC14A514
Mae,,FE2/15: Echoes,Player,Sage_F,Female,FE6 ver.,1B,,,5553FF7FFF6BBE462E19DF5A38469131DE7B396794529F675F3E9729CC14A514
Mae,,FE2/15: Echoes,Player,Sage_F,Female,FE7/8 ver.,,23,28,5553FF7FFF6B1F4B2E19DF5A38469131DE7B39679452FF7F5F3E9729CC14A514
Mae,,FE2/15: Echoes,Player,MageKnight_F,Female,,,,2A,5553FF7FDF57DD3A162E4E1DDF5A3846DE7B39675F3E97295F3E97290F1DA514
Boey,,FE2/15: Echoes,Player,Mage,Male,FE6 ver.,18,,,5553FD529A46F42D2E1991219D6F744A8F46AA2DE5187742D0316C25E818A514
Boey,,FE2/15: Echoes,Player,Mage,Male,FE7/8 ver.,,20,25,007EFD529A46F42D2E1972569D6F744A8F46AA2DE5189C77D0316C25E818A514
Boey,,FE2/15: Echoes,Player,Sage,Male,,1A,22,27,007EFD529A46F42D2E199D6F195F744A8F46AA2DE5187742D0316C25E818A514
Boey,,FE2/15: Echoes,Player,MageKnight,Male,,,,29,007EFD529A46F42D91212E199D6F744A8F46AA2DD0316C25D0316C25E818A514
Genny,,FE2/15: Echoes,Player,Cleric,,FE6/8 ver.,15,,4A,007EFF7FFF6B1F4B2E193F579F42BA39FB3E352AD26A9F6B3F5B5C4E2E29A514
Genny,,FE2/15: Echoes,Player,Cleric,,FE7 ver.,,1D,,007EFF7FFF6B1F4B2E193F579F42BA39FB3E352AD26A9F6B3F5B5C4E2E29A514
Genny,,FE2/15: Echoes,Player,Bishop_F,Female,FE6/8 ver.,17,,2C,5553FF7FFF6B1F472F199F42BA39FF431873B77ECF619F6B3F5B5C4E2E29A514
Genny,,FE2/15: Echoes,Player,Bishop_F,Female,FE7 ver.,,1F,,5553FF7FFF6BFF32731D9F42BA39FF433F57B77ECF619F6B3F5B5C4E2E29A514
Genny,,FE2/15: Echoes,Player,Valkyrie,,,25,2D,4C,007EFF7FDF57DD3A501D6D419F42BA399F6B3F5B5C4ED53D7D7FB7762E29A514
Saber,,FE2/15: Echoes,Player,Mercenary,,FE6 ver.,2,,,5553FF7FC5106A1D4E5A98773819D20CF36E2F2EFF6B9E4B4F199C426B00A514
Saber,,FE2/15: Echoes,Player,Mercenary,Male,FE7/8 ver.,,0A,0F,007EFF7F4E196A1D0C5298773819D20CF36E2F2EDF5FD6216B001F4BC510A514
Saber,,FE2/15: Echoes,Player,Hero,Male,,4,0C,11,007EFF7FFF6B1F4B2E1D3819D20C6B009877F36E4E5A2F2E6A1D0715372EA514
Saber,,FE2/15: Echoes,Player,Ranger,Male,,,,1D,5553FF7FFF4BBD2EF41D6A1D3819D20CFB463436B029E814FC222F2E2D11A514
Valbar,,FE2/15: Echoes,Player,Knight,Male,,0C,14,9,007E142E98366B21FC3EB53E5F47E5173557FF5B7F43B32D5A32DE7BFE7BA514
Valbar,,FE2/15: Echoes,Player,General,Male,,0E,16,0B,007EFF7FBD5FDA3A2F1DCA14B315A90059676E5AAA41FF5B5F479836B025A514
Valbar,,FE2/15: Echoes,Player,GreatKnight,Male,,,,35,007EDE7BFF5B1F4BB22939679452EF3D4A295A7FB57ECD595F479836B025A514
Kamui,,FE2/15: Echoes,Player,Mercenary,,FE6 ver.,2,,,5553FF7FE610AC214E5A98778C2D2921F36E9232FF6B9E4B4F199C42C614A514
Kamui,,FE2/15: Echoes,Player,Mercenary,Male,FE7/8 ver.,,0A,0F,007EFF7F4E19AC210C5298778C2D2921F36E9232DF5FD621C6141F4BE610A514
Kamui,,FE2/15: Echoes,Player,Hero,Male,,4,0C,11,007EFF7FFF6B1F4B2E1D8C2D2921C6149877F36E4E5A9232AC212815372EA514
Kamui,,FE2/15: Echoes,Player,Ranger,Male,,,,1D,5553FF7FFF4BBD2EF41D68192921C61458439232AC21E610FC222C262D11A514
Leon,,FE2/15: Echoes,Player,Archer,Male,,10,18,19,007EFF7FFF6B1F4B4B1D5C7F9566AE453D47763A777F5862D2492C31A618A514
Leon,,FE2/15: Echoes,Player,Sniper,Male,,12,1A,1B,007EFF7FFF6B1F4B2E195C7F9566AE453D47763A4B1D5862D2492C31A618A514
Leon,,FE2/15: Echoes,Player,Ranger,Male,,,,1D,5553FF7FFF4BBD2EF41DF12DF97232565862D2492C31A618FC22763A2D11A514
Palla_FE2,,FE2/15: Echoes,Player,PegasusKnight,,,2A,32,48,007EFF7F7021BF2EFF6BFF0F0C2AF13EC81032436E32F967924B1147A921A514
Palla_FE2,,FE2/15: Echoes,Player,FalcoKnight,,,2B,33,49,007EFF7F7021BF2EFF6BFF0F0C2AF13EC81032436E32F967924B1147A921A514
Palla_FE2,,FE2/15: Echoes,Player,WyvernKnight_F,Female,,,,24,007EFF7F1F7C0000183A1E4BB02DFC7315579967F13E4D328921C510C810A514
Catria_FE2,,FE2/15: Echoes,Player,PegasusKnight,,,2A,32,48,007EFF7F7021BF2EFF6BFF0F69450D66C8109072EC55397F527231624839A514
Catria_FE2,,FE2/15: Echoes,Player,FalcoKnight,,,2B,33,49,007EFF7F7021BF2EFF6BFF0F69450D66C8109072EC55397F527231624839A514
Catria_FE2,,FE2/15: Echoes,Player,WyvernKnight_F,Female,,,,24,007EFF7F1F7C0000183A1E4BB02D9C7FB56239730D668A4D0735841CC810A514
Atlas,,FE2/15: Echoes,Player,Recruit_1,,,,,47,007EFF7FFF6B1F4B2E19764ACF35081D182A9E57743A2A1D787B8E5E6739A514
Atlas,,FE2/15: Echoes,Player,Cavalier_F,Female,,20,29,6,5553FF7FFF5B2F7FF4312A6A764ACF359E57B746CF2DE8181D4736324E1DA514
Atlas,,FE2/15: Echoes,Player,Paladin_F,Female,,22,2B,8,007EFF7FFF6FBD2ED131FF27764ACF35DF6B9E57B746CF2DBD7FD5660E4EA514
Atlas,,FE2/15: Echoes,Player,GreatKnight_F,Female,,,,36,007EDE7BBF775C6B754E39679452EF3D4A295A7FB57ECD599E57B746CF2DA514
Atlas,,FE2/15: Echoes,Player,Knight_F,Female,,0D,15,0A,007ECF2D743A2B25194B754E9E57E5173557BF777F43B32D5A32DE7BFE7BA514
Atlas,,FE2/15: Echoes,Player,General_F,Female,,0F,17,0C,007EFF7FBF77D85ACF35081DD039C81859676E5AAA419E57194B743ACF2DA514
Jesse,,FE2/15: Echoes,Player,Mercenary,,FE6 ver.,2,,,5553FF7F07190F2E4E5A98779D57963AF36EF642FF6B9E4B4F199C426F19A514
Jesse,,FE2/15: Echoes,Player,Mercenary,Male,FE7/8 ver.,,0A,0F,007EFF7F4E190F2E0C5298779D57963AF36EF642DF5FD6216F191F4B0719A514
Jesse,,FE2/15: Echoes,Player,Hero,Male,,4,0C,11,007EFF7FFF6B1F4B2E1D9D57963A6F199877F36E4E5AF6420F2E6A21372EA514
Jesse,,FE2/15: Echoes,Player,Ranger,Male,,,,1D,5553FF7FFF4BBD2EF41D8D1D9D57963AFD5BF6420F2E0719FC22532E2D11A514
Sonya,,FE2/15: Echoes,Player,Mage_F,Female,FE6 ver.,19,,,5553FF7FFF6B1F4B2E19BC6A15526E358C312925C6185F52DC3D3529AE14A514
Sonya,,FE2/15: Echoes,Player,Mage_F,Female,FE7/8 ver.,,21,26,007EFF7FFF6B1F4B2E19BC6A15526E358C312925C618392ADC3D3529AE14A514
Sonya,,FE2/15: Echoes,Player,Sage_F,Female,FE6 ver.,1B,,,5553FF7FFF6BBE462E19BC6A15526E358C312925C6185F52DC3D3529AE14A514
Sonya,,FE2/15: Echoes,Player,Sage_F,Female,FE7/8 ver.,,23,28,5553FF7FFF6B1F4B2E19BC6A15526E358C312925C618EF3DDC3D3529AE14A514
Sonya,,FE2/15: Echoes,Player,MageKnight_F,Female,,,,2A,5553FF7FDF57DD3A162E4E1D595ED2452925C618DC3D3529DC3D3529AE14A514
Deen,,FE2/15: Echoes,Player,Myrmidon,Male,,6,0E,13,007EFF7FFF6B1F4B2E19D4494F39EA24567B6F5ECA49DE417731EF208810A514
Deen,,FE2/15: Echoes,Player,Assassin,Male,,,3E,17,007EFF7F9D5FFB464C1977314F39EA24567B6F5EEF20353A8C312925C618A514
Deen,,FE2/15: Echoes,Player,Swordmaster,Male,,8,10,15,007EFF7FDF57BC369125D4494F39EA24767F6F5ECA49DE417731EF208810A514
Est_FE2,,FE2/15: Echoes,Player,PegasusKnight,,,2A,32,48,007EFF7F7021BF2EFF6BFF0F11219931C810D93573293F675C4A3846ED1CA514
Est_FE2,,FE2/15: Echoes,Player,FalcoKnight,,,2B,33,49,007EFF7F7021BF2EFF6BFF0F11219931C810D93573293F675C4A3846ED1CA514
Est_FE2,,FE2/15: Echoes,Player,WyvernKnight_F,Female,,,,24,007EFF7F1F7C0000183A1E4BB02D9F73B8563C6799313325CD18670CC810A514
Nomah,,FE2/15: Echoes,Player,Mage,Male,FE6 ver.,18,,,5553FF7FFF6B1F4B2E1938369C73734EDE7BF75EEF3D3A7F957EF0614B41A514
Nomah,,FE2/15: Echoes,Player,Mage,Male,FE7/8 ver.,,20,25,007EFF7FFF6B1F4B2E1972569C73734EDE7BF75EEF3D9C77957EF0614B41A514
Nomah,,FE2/15: Echoes,Player,Sage,Male,,1A,22,27,007EFF7FFF6B1F4B2E19DE7B9C73734EDE7BF75EEF3D3A7F957EF0614B41A514
Nomah,,FE2/15: Echoes,Player,MageKnight,Male,,,,29,007EFF7FDF57DD3A162E4E1D9C73734EDE7BF75E957EF061957EF0614B41A514
Conrad,,FE2/15: Echoes,Player,Cavalier,Male,,20,28,5,007EFF7FFF5BDE7BF4319452BD42D42DBE6FD752CF35E8181D4736324E1DA514
Conrad,,FE2/15: Echoes,Player,Paladin,Male,,22,2A,7,007EFF7FFF6FBD2ED131FF276B310825DF77BE6FD752CF35BD7FD5660E4EA514
Conrad,,FE2/15: Echoes,Player,GreatKnight,Male,,,,35,007EDE7BFF5B1F4BB2299452EF3D4A29E71C5A7FB57ECD59BE6FD752CF35A514
Emma,,FE2/15: Echoes,Player,PegasusKnight,,,2A,32,48,007EFF7F7021BF2EFF6BFF0F123AFA56C810DE7B94529F77FD6E795E4A29A514
Emma,,FE2/15: Echoes,Player,FalcoKnight,,,2B,33,49,007EFF7F7021BF2EFF6BFF0F123AFA56C810DE7B94529F77FD6E795E4A29A514
Emma,,FE2/15: Echoes,Player,WyvernKnight_F,Female,,,,24,007EFF7F1F7C0000183A1E4BB02D1F3A351D7C25DE7BF75EEF3D0821C810A514
Randal,,FE2/15: Echoes,Player,Cavalier,Male,,20,28,5,007EFF7FFF5BB422F431CD15B93791269B53B43ECD29E6141D4736324E1DA514
Randal,,FE2/15: Echoes,Player,Paladin,Male,,22,2A,7,007EFF7FFF6FBD2ED131FF27B93791269B53B43ECD29E614BD7FD5660E4EA514
Randal,,FE2/15: Echoes,Player,GreatKnight,Male,,,,35,007EDE7BFF5B1F4BB229D4522F3E8A29E5145A7FB57ECD599B53B43ECD29A514
Yuzu,,FE2/15: Echoes,Player,PriestessT1,,Custom,C6,C6,C6,5553A51818221F4BFF6BD1511A73FF7FA514E9182A31AF493462103A185BFF77
Yuzu,,FE2/15: Echoes,Player,GaidenPriestess,,Custom,AB,AB,AB,5553FF7FFF6B1F4B182A2E19B87FD272EC4D787B8E5E67393462AF492A31A514
Yuzu,,FE2/15: Echoes,Player,Mage_F,Female,FE6 ver.,19,,,5553FF7FFF6B1F4B2E193462AF492A319572F0554B39FF7BFF77185B103AA514
Yuzu,,FE2/15: Echoes,Player,Mage_F,Female,FE7/8 ver.,,21,26,007EFF7FFF6B1F4B2E193462AF492A319572F0554B39392AFF77185B103AA514
Yuzu,,FE2/15: Echoes,Player,Sage_F,Female,FE6 ver.,1B,,,5553FF7FFF6BBE462E193462AF492A319572F0554B39FF7BFF77185B103AA514
Yuzu,,FE2/15: Echoes,Player,Sage_F,Female,FE7/8 ver.,,23,28,5553FF7FFF6B1F4B2E193462AF492A319572F0554B393A7FFF77185B103AA514
Yuzu,,FE2/15: Echoes,Player,MageKnight_F,Female,,,,2A,5553FF7FDF57DD3A162E4E1D3462AF499572F055FF77185BFF77185B103AA514
Shade_FE2,,FE2/15: Echoes,Player,Cleric,,FE6/8 ver.,15,,4A,007EFF7FFF6B1F4B2E19DE7F5A6F314AFB3E352AD26A187F8C4908318418A514
Shade_FE2,,FE2/15: Echoes,Player,Cleric,,FE7 ver.,,1D,,007EFF7FFF6B1F4B2E19DE7F5A6F314AFB3E352AD26A187F8C4908318418A514
Shade_FE2,,FE2/15: Echoes,Player,Bishop_F,Female,FE6/8 ver.,17,,2C,5553FF7FFF6B1F472F195A6F314AFF431873397B946210628C4908318418A514
Shade_FE2,,FE2/15: Echoes,Player,Bishop_F,Female,FE7 ver.,,1F,,5553FF7FFF6BFF32731D5A6F314AFF43DE7F397B946210628C4908318418A514
Shade_FE2,,FE2/15: Echoes,Player,Valkyrie,,,25,2D,4C,007EFF7FDF57DD3A501D8C415A6F314A947A10628C4908319C7FD6768418A514
Fernand,,FE2/15: Echoes,Player,Cavalier,Male,,20,28,5,007EFF7FFF5B2F7FF4312A6A195B113E5937932AAC1DE60C1D4736324E1DA514
Fernand,,FE2/15: Echoes,Player,Paladin,Male,,22,2A,7,007EFF7FFF6FBD2ED131FF272F7F2A6A5937932AAC1DE60CBD7FD5660E4EA514
Fernand,,FE2/15: Echoes,Player,GreatKnight,Male,,,,35,007EDE7BFF5B1F4BB2299466EF514A3DA5285A7FB57ECD595937932AAC1DA514
