Character Name,Character Notes,Character Set,Player or Boss,Class Name,Class Notes 1,Class Notes 2,FE6 Hex Address,FE7 Hex Address,FE8 Hex Address,Palette Hex
Ross,,FE8: Sacred Stones,Player,Berserker,,,33,3B,43,5553FF7FFF6B1D47392EB51D2E19F65A7777905ACA39FF070D77C969E640A514
Ross,,FE8: Sacred Stones,Player,Bael,,,,,58,55530D77FF078C31334E334E8C31E728C969E6400D77C9690D77C969E640A514
Ross,,FE8: Sacred Stones,Player,ElderBael,,,,,59,5553FF7FF00FCB1AB61F334E8C31E728567B6F5EB651F1300D77C969E640A514
Garcia,,FE8: Sacred Stones,Player,Fighter,,,0A,12,3F,5553FF7FFF6B1D475A32D621304E2939B97B14736F5E701DAD5626596334A514
Garcia,,FE8: Sacred Stones,Player,Hero,Male,,04,0C,11,5553FF7FFF6B1F4B2E1DB55A0F4E6B419877F36E4E5AAD562659C64C372EA514
Garcia,,FE8: Sacred Stones,Player,Warrior,,,0B,13,40,5553FF7FFF6BFF465A32D6212E197A6B987FD1660C521046AD562659213CA514
Garcia,,FE8: Sacred Stones,Player,Bael,,,,,58,5553AD56FF07304ED566D566304E293926596334AD562659AD5626596334A514
Garcia,,FE8: Sacred Stones,Player,ElderBael,,,,,59,5553FF7FF00FCB1AB61FD566304E2939567B6F5EB651F130AD5626596334A514
Neimi,,FE8: Sacred Stones,Player,Archer_F,Female,,11,19,1A,5553FF7FFF6B1F4B2E19DF755E5DB944B73BD026777F9D66FA51152DAF1CA514
Neimi,,FE8: Sacred Stones,Player,Sniper_F,Female,,13,1B,1C,5553FF7FFF6B1F4B2E19DF755E5DB944B73BD026CC19FE5A9949F3240B21A514
Neimi,,FE8: Sacred Stones,Player,Ranger_F,Female,,,,1E,5553FF7FFF4BBD2EF41DF3285F619844DC637533D026CC19FC22FA512D11A514
Neimi,,FE8: Sacred Stones,Player,Bonewalker_Bow,,,,,55,5553FF7F9D66FA51152D196B52560835B73BD026E003FB7F136B2C4E6735A514
Neimi,,FE8: Sacred Stones,Player,Wight_Bow,,,,,57,5553FF7F9D66FA51152DFB7F136B6735B73BD0266D0CFF765E5DB9447130A514
Colm,,FE8: Sacred Stones,Player,Thief,Male,FE6 ver.,34,,,5553FF7FFF6BC959E728AD76C9614541567B6F5E88412541394773364B15A514
Colm,,FE8: Sacred Stones,Player,Thief,,FE7/8 ver.,,3C,0D,5553FF7FFF6B7C36E728AD76C9614541567B6F5E88412541C95973364B15A514
Colm,,FE8: Sacred Stones,Player,Assassin,Male,,,3E,17,5553FF7FFF577C36EC10AD76C9614541567B6F5E8841B521AF6E0C4E2631A514
Colm,,FE8: Sacred Stones,Player,Rogue,,,,,33,5553FF7FFF6B1F4B2E19CE7AC9612539C9610339EF3D29255A127109EB04A514
Colm,,FE8: Sacred Stones,Player,Mauthedoog,,,,,5B,5553FF7F567B6F5E3A042F08FF4718371F7CAD76C9614541C9592541E728A514
Colm,,FE8: Sacred Stones,Player,Gwyllgi,,,,,5C,5553FF471837121E3A042F08394773364B15AD76C9614541C9592541E728A514
Artur,,FE8: Sacred Stones,Player,Parson,,Custom,AF,AF,AF,5553F47F5805FF192E191E37FF6BFF7FA5144241E755CE72EF6AF47F8835EF6A
Artur,,FE8: Sacred Stones,Player,Monk,,,,1C,44,5553FF7FFF6B5F4391251F1A79051405FB3E352AD26AB37F6F77685EA441A514
Artur,,FE8: Sacred Stones,Player,Bishop,Male,FE6 ver.,16,,,5553FF7FFF6BBF222E19FF195805FF0BD509957BD066F47FEF6AE7554241A514
Artur,,FE8: Sacred Stones,Player,Bishop,Male,FE7/8 ver.,,1E,2B,5553FF7FFF6B1F472F19FF195805BF4BCE72957BD066F47FEF6AE7554241A514
Artur,,FE8: Sacred Stones,Player,Sage,Male,,1A,22,27,5553FF7FFF6B1F4B2E191F1A790514059C7B18675256F67F6F77685EA441A514
Artur,,FE8: Sacred Stones,Player,Mogall,,,,,5F,5553FF7F7B6FD65A6F77685EA4414A291F1A79051F7FFF0B9C7B18675256A514
Artur,,FE8: Sacred Stones,Player,ArchMogall,,,,,60,5553DE43BE42FA1D6F77685EA4414A29790514051F1AFF0B5B1B130EEB08A514
Lute,,FE8: Sacred Stones,Player,Mage_F,Female,FE6 ver.,19,,,5553FF7FFF6B1F4B2E195C7E7871B158AF6D4E4DCA40CE7F697F0A7EE760A514
Lute,,FE8: Sacred Stones,Player,Mage_F,Female,FE7/8 ver.,,21,26,5553FF7FFF6B1F4B2E195C7E7871B158AF6D4E4DCA40392A697F0A7EE760A514
Lute,,FE8: Sacred Stones,Player,Sage_F,Female,FE6 ver.,1B,,,5553FF7FFF6BBE462E195C7E7871B158EE754955A834CE7F697F0A7EE760A514
Lute,,FE8: Sacred Stones,Player,Sage_F,Female,FE7/8 ver.,,23,28,5553FF7FFF6B1F4B2E195C7E7871B158EE754955A834FF5E697F0A7EE760A514
Lute,,FE8: Sacred Stones,Player,MageKnight_F,Female,,,,2A,5553FF7FDF57DD3A162E4E1D5C7EF25C8C6DE944697F0A7E10764A61E944A514
Lute,,FE8: Sacred Stones,Player,Mogall,,,,,5F,5553FF7F7B6FD65A697F0A7EE7604A295C7E78711F7FFF0BAF6D4E4DCA40A514
Lute,,FE8: Sacred Stones,Player,ArchMogall,,,,,60,5553DE43BE42FA1D697F0A7EE7604A297871B1585C7EFF0B5B1B130EEB08A514
Natasha,,FE8: Sacred Stones,Player,Cleric,,FE6/8 ver.,15,,4A,5553BF77FF6B1F4B2E19BF27FF029301FB3E352AD26AFE7F577F0D66474DA514
Natasha,,FE8: Sacred Stones,Player,Cleric,,FE7 ver.,,1D,,5553BF77FF6B1F4B2E19BF27FF029301FB3E352AD26AFE7F577F0D66474DA514
Natasha,,FE8: Sacred Stones,Player,Bishop_F,Female,FE6/8 ver.,17,,2C,5553FF7FFF6B1F472F19BF271A0AFF431873F26B2B6FB77FCC72CE490831A514
Natasha,,FE8: Sacred Stones,Player,Bishop_F,Female,FE7 ver.,,1F,,5553FF7FFF6BFF32731DFF029301FF0BBF27F26B2B6FFE7F577F0D66474DA514
Natasha,,FE8: Sacred Stones,Player,Valkyrie,,,25,2D,4C,5553FF7FDF57DD3A501DCA41BF271712BD7FD67E8C550831FA7F3377062DA514
Natasha,,FE8: Sacred Stones,Player,Revenant,,,,,52,5553FF7F3A6F52568C41E730BF27FF021F7CFF0B3C4E7729AD7F577F0D66A514
Natasha,,FE8: Sacred Stones,Player,Entombed,,,,,53,5553FF7F577F0D66474DE5341577D36E1F7CFF0B3C4E77299D7EFF029301A514
Joshua,,FE8: Sacred Stones,Player,Myrmidon,Male,,06,0E,13,5553FF7FFF6B1F4B2E19DC0834042D08567B4E5A8841B0560B42662DC318A514
Joshua,,FE8: Sacred Stones,Player,Assassin,Male,,,3E,17,5553FF7FFF577C36EC106D561A116F0C567B6F5EE941D51D945ECE492939A514
Joshua,,FE8: Sacred Stones,Player,Swordmaster,Male,,08,10,15,5553FF7FDF57BC369125DC0834042D08767F6F5ECA49B0560B42662DC318A514
Joshua,,FE8: Sacred Stones,Player,Mauthedoog,,,,,5B,5553FF7F567B6F5E3A042F08FF4718371F7CDC0834042D08B0560B42662DA514
Joshua,,FE8: Sacred Stones,Player,Gwyllgi,,,,,5C,5553FF471837121E3A042F08DC0834042D08DC0834042D08B0560B42662DA514
Ephraim,,FE8: Sacred Stones,Player,EphraimLord,,,CC,CC,01,5553FF7FFF6B1F4B182A2E19B37F897A6255FA04900C9877F36E505E693DA514
Ephraim,,FE8: Sacred Stones,Player,EphraimMasterLord,,,CD,CD,03,5553FF7FFF5B1F4BF431B37F897A62559877FA04900C9877F36E505E693DA514
Ephraim,,FE8: Sacred Stones,Player,EliwoodLord,,,,01,,007EFF7F9E631F4B392A897AB37F62559877D26ACB49D27A2E5E693DC520A514
Ephraim,,FE8: Sacred Stones,Player,KnightLord,,,,07,,007EFF7F9E631F4B392A897AB37F62559877D26ACB49D27A2E5E693DC520A514
Ephraim,,FE8: Sacred Stones,Player,RoyLord,,,01,C8,C8,5553FF7FFF6B1F4B9125897AB37F62559877F36E2D56D27A2E5E693DC520A514
Ephraim,,FE8: Sacred Stones,Player,RoyMasterLord,,,43,C9,C9,5553FF7FFF6B1F4B9125897AB37F62559877F36E2D56D27A2E5E693DC520A514
Ephraim,,FE8: Sacred Stones,Player,Bonewalker,,,,,54,5553FF7FF36E505E693D196B52560835FA04900CE003FB7F136B2C4E6735A514
Ephraim,,FE8: Sacred Stones,Player,Wight,,,,,56,5553FF7FF36E505E693DFB7F136B6735FA04900C6D0CB37F897A62550139A514
Forde,,FE8: Sacred Stones,Player,Cavalier,Male,,20,28,05,5553FF7FFF5BF16EF4312B56BD1B971A5D47DA29F510EB201D4736324E1DA514
Forde,,FE8: Sacred Stones,Player,Paladin,Male,,22,2A,07,5553FF7FFF6F3C2FB12DFF03FF7F34735D4BFA2D1515EB20FB7FF2662C4EA514
Forde,,FE8: Sacred Stones,Player,GreatKnight,Male,,,,35,007EDE7BFF5B1F4BB229BC5F154F303A6C297C27D72AF3191B3236190B21A514
Forde,,FE8: Sacred Stones,Player,Tarvos,,,,,5D,5553FF7FB97BF36E2F5A4839BD1B971A567B6F5E88415D47DA29F510EB20A514
Forde,,FE8: Sacred Stones,Player,Maelduin,,,,,5E,5553FF7FBC5F154F303A6C29BD1B971AFF47F732D0155D47DA29F510EB20A514
Kyle,,FE8: Sacred Stones,Player,Cavalier,Male,,20,28,05,5553FF7FFF5BF16EF4312B564D274A227A439326CB1527091D4736324E1DA514
Kyle,,FE8: Sacred Stones,Player,Paladin,Male,,22,2A,07,5553FF7FFF6FBD2EB12DFF27FF7F95777A439326CB152709FB7FF2662C4EA514
Kyle,,FE8: Sacred Stones,Player,GreatKnight,Male,,,,35,007EDE7BFF5B1F4BB229196B52568C41E730291FA71AE825F6322E222709A514
Kyle,,FE8: Sacred Stones,Player,Tarvos,,,,,5D,5553FF7FB97BF36E2F5A48394D274A22567B6F5E88417A439326CB152709A514
Kyle,,FE8: Sacred Stones,Player,Maelduin,,,,,5E,5553FF7F196B52568C41E7304D274A22FF47F732D0157A439326CB152709A514
Tana,,FE8: Sacred Stones,Player,PegasusKnight,,,2A,32,48,5553FF7F7021BF2EFF6BFF0F674D6F6AC810DF19D808F377896F086F4A39A514
Tana,,FE8: Sacred Stones,Player,FalcoKnight,,,2B,33,49,5553FF7F70219E36FF6BFF0F674D6F6AC810DF19D808F67F6E7FAE7E2D356310
Tana,,FE8: Sacred Stones,Player,WyvernKnight_F,Female,,,,24,5553DE7F1F7C1F7C183A1E4BB02D587B6F62F276BA7BF5624F4EE7280631A514
Tana,,FE8: Sacred Stones,Player,Gargoyle,,,,,63,5553FF7F6F6A674D0535FA188F0C567B2D56DF19D8083863924AEF3D2925A514
Tana,,FE8: Sacred Stones,Player,Deathgoyle,,,,,64,5553FF7F6F6A674D0535347F674D1837AF1D3141CE38DF19D808B2086C04A514
Amelia,,FE8: Sacred Stones,Player,Recruit_1,,,,,47,5553FF7FFF6B1F4B2E19FF1B9E1A9401182A0D77C969E640787B8E5E6739A514
Amelia,,FE8: Sacred Stones,Player,Cavalier_F,Female,,20,29,06,5553FF7FFF5B8A7FF431C77D9E1B55161F437E21180D88101D4736324E1DA514
Amelia,,FE8: Sacred Stones,Player,Paladin_F,Female,,22,2B,08,5553FF7FFF6FBD2ED32DFF3B5A17330ADF3E3F2A3A11D210787B8E5E67398614
Amelia,,FE8: Sacred Stones,Player,GreatKnight_F,Female,,,,36,007EDE7BFF5B5B37EE15F85254428E29C9185B0AB8013409DF469D1D331DA514
Amelia,,FE8: Sacred Stones,Player,Knight_F,Female,,0D,15,0A,5553161D9D1DB615DE3E9726FF57E5173557BB6F7F43D3295A32FF7FFE7BA514
Amelia,,FE8: Sacred Stones,Player,General_F,Female,,0F,17,0C,5553FF7FBD5FDA3A9C235226B315E91459676E5AAA41DF463F329D1D161DA514
Amelia,,FE8: Sacred Stones,Player,Revenant,,,,,52,5553FF7F3A6F52568C41E730FF1B9E1A1F7CFF0B3C4E7729AD7F9D1D161DA514
Amelia,,FE8: Sacred Stones,Player,Entombed,,,,,53,5553FF7FFF57DE3E9D1D161DBF4F7F471F7CFF0B3C29D7149D7E9E1A9401A514
Innes,,FE8: Sacred Stones,Player,Archer,Male,,10,18,19,007EFF7FFF6B1F4BAE489963B246CB29787A7569777FFB7F716F89568639A514
Innes,,FE8: Sacred Stones,Player,Sniper,Male,,12,1A,1B,5553FF7FFF6B1F4B2E199963B246CB29787A7569AE48FB7F716F89568639A514
Innes,,FE8: Sacred Stones,Player,Ranger,Male,,,,1D,5553FF7FFF4BBD2EF41DAE489963CB29FB7F716F89568639FC2275692D11A514
Innes,,FE8: Sacred Stones,Player,Wight_Bow,,,,,57,5553FF7F716F89568639FB7F136B67357569AE486D0C9963B246CB29481DA514
Gerik,,FE8: Sacred Stones,Player,Mercenary,,FE6 ver.,02,,,5553FF7F6A28B1404E5A9877B62BB11EF36ED751FF6B9E4B4F199C420C0AA514
Gerik,,FE8: Sacred Stones,Player,Mercenary,Male,FE7/8 ver.,,0A,0F,5553FF7F4E19B1400C529877B62BB11EF36ED751DF5FD6210C0A1F4B6A28A514
Gerik,,FE8: Sacred Stones,Player,Hero,Male,,04,0C,11,5553FF7FFF6B1F4B2E1DB62BB11E0C0A9877F36E4E5AD751B1406A28372EA514
Gerik,,FE8: Sacred Stones,Player,Ranger,Male,,,,1D,5553FF7FFF4BBD2EF41DB140B62B6F1ADA7F567B4E5A8841FC22D7512D11A514
Gerik,,FE8: Sacred Stones,Player,Bael,,,,,58,5553D751FF07B11EB62BB62BB11E0C0AB1406A28D751B140D751B1406A28A514
Gerik,,FE8: Sacred Stones,Player,ElderBael,,,,,59,5553FF7FF00F3A041E2AB62BB11E0C0A567B6F5E1E2A3A04D751B1406A28A514
Tethys,,FE8: Sacred Stones,Player,Dancer,,FE6 ver.,37,,,5553FF7FFF6B1F4B2E19BF3DFA18900CFF7A99718F3CFF1BBA7F1067294EA514
Tethys,,FE8: Sacred Stones,Player,Dancer,,FE7 ver.,,40,,007EFF7FFF6B1F4B2E19BF3DFA18900CFF7A99718F3CFF1BFF7A99718F3CA514
Tethys,,FE8: Sacred Stones,Player,Dancer,,FE8 ver.,,,4D,5553FF7FFF6B1F4B2E19BF3DFA18900CFF7A99718F3CFF1BBA7F1067294EA514
Tethys,,FE8: Sacred Stones,Player,Revenant,,,,,52,5553FF7F3A6F52568C41E730FA18900C1F7CFF0B3C4E7729AD7F99718F3CA514
Tethys,,FE8: Sacred Stones,Player,Entombed,,,,,53,5553FF7FFF7A99718F3C6A28BD727B6A1F7CFF0B3C29D7149D7EFA18900CA514
Marisa,,FE8: Sacred Stones,Player,Myrmidon_F,Female,,07,0F,14,5553FF7FFF6B3F4B2E195E725965B354567B6F5ECA49705ACB452631831CA514
Marisa,,FE8: Sacred Stones,Player,Assassin_F,Female,,,3E,18,5553FF7F7E5FDE46EF18F92CFF7D3659567B6F5ECF14F6216F610A59663CA514
Marisa,,FE8: Sacred Stones,Player,Swordmaster_F,Female,,09,11,16,5553FF7FDF57BC3691255E725965B354767F6F5EA945705ACB452631831CA514
Marisa,,FE8: Sacred Stones,Player,Mauthedoog,,,,,5B,5553FF7F567B6F5E3A042F08FF4718371F7C5E725965B354705ACB452631A514
Marisa,,FE8: Sacred Stones,Player,Gwyllgi,,,,,5C,5553FF471837121E3A042F085E725965B3545E725965B354705ACB452631A514
L'Arachel,,FE8: Sacred Stones,Player,Troubadour,,FE6/8 ver.,24,,4B,5553FF7FFF6BFE3E501DDE2FB80F6E0EBF7F7C7FB4610E411A43552EEA14A514
L'Arachel,,FE8: Sacred Stones,Player,Troubadour,,FE7 ver.,,2C,,007EFF7FFF6BFE3E501DB461B80F6E0E7C7F7C7FB4610E411A43552EEA14A514
L'Arachel,,FE8: Sacred Stones,Player,Valkyrie,,,25,2D,4C,5553FF7FDF57DD3A501DCA41B70F4B06BB775A7BD2590A31FA7F3377082DA514
L'Arachel,,FE8: Sacred Stones,Player,MageKnight_F,Female,,,,2A,5553FF7FDF57DD3A162E4E1DB70F4B067C7BD259797A7051F77A136E0C45A514
L'Arachel,,FE8: Sacred Stones,Player,Revenant,,,,,52,5553FF7F3A6F52568C41E730B80F6E0E1F7CFF0B3C4E7729AD7FB4610E41A514
L'Arachel,,FE8: Sacred Stones,Player,Entombed,,,,,53,5553FF7F7C7FB4610E41CA2C3A77F86E1F7CFF0B3C4E77299D7EB80F6E0EA514
Dozla,,FE8: Sacred Stones,Player,Brigand,,,31,39,41,007EFF7FFF6B1D475A32D6214B268615B97B14736F5E2E19BD36590D0F09A514
Dozla,,FE8: Sacred Stones,Player,Warrior,,,0B,13,40,007EFF7FFF6BFF465A32D6212E19BD36987FD1660C52590D502B47126209A514
Dozla,,FE8: Sacred Stones,Player,Berserker,,,33,3B,43,5553FF7FFF6B1D47392EB51D2E19F65ABD36590D0F09FF07502B47126209A514
Dozla,,FE8: Sacred Stones,Player,Cyclops,,,,,5A,5553FF7F5B47732E8D19290DD93FF3260E12BD36590D0F09502B47126209A514
Saleh,,FE8: Sacred Stones,Player,Mage,Male,FE6 ver.,18,,,5553FF7FFF6B1F4B2E1938365B6BD139735ACE490835F967965B134FCB2DA514
Saleh,,FE8: Sacred Stones,Player,Mage,Male,FE7/8 ver.,,20,25,007EFF7FFF6B1F4B2E1972565B6BD139735ACE4908359C77965B134FCB2DA514
Saleh,,FE8: Sacred Stones,Player,Sage,Male,,1A,22,27,5553FF7FFF6B1F4B2E195B6B764ED139735ACE490835F57F965B134FCB2DA514
Saleh,,FE8: Sacred Stones,Player,MageKnight,Male,,,,29,007EFF7FDF57DD3A162E4E1D5B6BD139CE490835134FCB2D965B134FCB2DA514
Saleh,,FE8: Sacred Stones,Player,Gorgon,,,,,61,5553FF7F965B134FCB2D5B6B764ED1391F7CE07FFA188F0CFF47F732D015A514
Ewan,,FE8: Sacred Stones,Player,Pupil,,,,,,5553FF7FFF6B1F4B2E19DF051A017200182A0D77C969E640787B8E5E6739A514
Ewan,,FE8: Sacred Stones,Player,Mage,Male,FE6 ver.,18,,,5553FF7FFF6B1F4B2E1938361A017200DF1E5A09CB18D77F717B6C660439A514
Ewan,,FE8: Sacred Stones,Player,Mage,Male,FE7/8 ver.,,20,25,5553FF7FFF6B1F4B2E19392A1A017200DF1E5A09CB181F4B717B6C660439A514
Ewan,,FE8: Sacred Stones,Player,Sage,Male,,1A,22,27,5553FF7FFF6B1F4B2E19BF111A017200BD227A15D20CB97F717B6C660439A514
Ewan,,FE8: Sacred Stones,Player,MageKnight,Male,,,,29,5553FF7FDF57DD3A162E4E1D1C017400982DB018BB7FB266507B4B6A2745A514
Ewan,,FE8: Sacred Stones,Player,Shaman,Male,,1C,24,2D,5553FF7FFF6BDF2E2E195C3E12196C187F121A019104717B6C66C8510439A514
Ewan,,FE8: Sacred Stones,Player,Druid,Male,,1E,26,2F,5553FF7FFF6B1F4B2E19FF1B9E1A52097F121A017200717B6C66C8510439A514
Ewan,,FE8: Sacred Stones,Player,Summoner,Male,,,,31,5553FF7FFF6B1F4B2E19FF1B9E1A1A0172007F129E1115150F6F2A5E6735A514
Ewan,,FE8: Sacred Stones,Player,Mogall,,,,,5F,5553FF7F7B6FD65A717B6C6604394A29BF111A011F7FFF0BBD227A15D20CA514
Ewan,,FE8: Sacred Stones,Player,ArchMogall,,,,,60,5553DE43BE42FA1D717B6C6604394A291A017200BF11FF0B5B1B130EEB08A514
Cormag,,FE8: Sacred Stones,Player,WyvernRider,Male,,2C,34,1F,5553FF7F08423167183A1E4BB02D5A4F312E5A4F576F9256EC414831C428A514
Cormag,,FE8: Sacred Stones,Player,WyvernLord,Male,,2E,36,21,5553FC7FEF1D393F183A1E4BB02D31670842526B146B4F52A93D052DC424A514
Cormag,,FE8: Sacred Stones,Player,WyvernKnight,Male,,,,23,5553FF7F1F7C1F7C183A1E4BB02D316708423167BA7BF5622E4A8A39E52CA514
Cormag,,FE8: Sacred Stones,Player,Gargoyle,,,,,63,5553FF7FFF5F7B33B51AFA188F0C567B2D56316708423863924AEF3D2925A514
Cormag,,FE8: Sacred Stones,Player,Deathgoyle,,,,,64,5553FF7FFF5F7B33B51AFF5FB51A1837AF1DD714D01431676D4EA935E51CA514
Rennac,,FE8: Sacred Stones,Player,Thief,Male,FE6 ver.,34,,,007EFF7FFF6B917A28415A127109EB10567B6F5E8841CC611B16120DAC0CA514
Rennac,,FE8: Sacred Stones,Player,Thief,,FE7/8 ver.,,3C,0D,007EFF7FFF6BFF4228415A127109EB10567B6F5E8841CC61917A1B16120DA514
Rennac,,FE8: Sacred Stones,Player,Assassin,Male,,,3E,17,007EFF7F9D5FFB464C19917A5A127109567B6F5ECC61353A1B16120DAC0CA514
Rennac,,FE8: Sacred Stones,Player,Rogue,,,,,33,5553FF7FFF6B1E372E19917ACC6128415A127109EF3D29251B16120DAC0CA514
Rennac,,FE8: Sacred Stones,Player,Gwyllgi,,,,,5C,5553FF471837121E3A042F081B16120DAC0C5A1271090C05917ACC612841A514
