INLINE gCharacterDataFE6,Name,Description,ID,Support Class,Portrait,Map Portrait,Affinity,Unit Sort Order,Lv,HP,Atk,Skl,Spd,Def,Res,Luck,Con,Sword,Lance,Axe,Bow,Staff,Anima,Light,Dark,HP Growth,Atk Growth,Skl Growth,Spd Growth,Def Growth,Res Growth,Luck Growth,N/A,N/A,N/A,N/A,N/A,CharClassAbility,Support Data Ptr,N/A (Conversation Group),N/A,N/A,N/A
Fir,FirName,FirDesc,0x13,Myrmidon_F,FirMug,0x00,0x01,0x1C,0x01,0x04,0x03,0x00,0x00,0x02,0x00,0x03,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x4B,0x19,0x32,0x37,0x0F,0x14,0x32,0x0,0x0,0x0,0x0,0x0,0x0,0x88aecb4,0x0,0x0,0x0,0x0
Rutger,RutgerName,RutgerDesc,0x14,Myrmidon,RutgerMug,0x00,0x05,0x10,0x04,0x06,0x03,0x03,0x04,0x03,0x00,0x02,-1,0x65,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x50,0x1E,0x3C,0x32,0x14,0x14,0x1E,0x0,0x0,0x0,0x0,0x0,0x0,0x88aed74,0x4,0x0,0x0,0x0
Dieck,DieckName,DieckDesc,0x15,Mercenary,DieckMug,0x00,0x02,0x09,0x05,0x08,0x05,0x04,0x02,0x02,0x01,0x05,0x04,0x65,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x5A,0x28,0x28,0x1E,0x14,0x0F,0x23,0x0,0x0,0x0,0x0,0x0,0x0,0x88aed8c,0x7,0x0,0x0,0x0
Ogier,OgierName,OgierDesc,0x16,Mercenary,OgierMug,0x00,0x03,0x1A,0x03,0x06,0x03,0x02,0x01,0x00,0x00,0x06,-1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x55,0x28,0x1E,0x2D,0x14,0x0F,0x37,0x0,0x0,0x0,0x0,0x0,0x0,0x88aeda4,0xc,0x0,0x0,0x0
Garrett,GarrettName,GarrettDesc,0x17,Berserker,GarrettMug,0x00,0x03,0x2D,0x02,0x19,0x0A,0x07,0x03,0x03,0x04,0x0C,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x46,0x2D,0x19,0x19,0x0F,0x05,0x0F,0x0,0x0,0x0,0x0,0x0,0x0,0x88aedbc,0x6,0x0,0x0,0x0
Alen,AlenName,AlenDesc,0x18,Cavalier,AlenMug,0x00,0x01,0x03,0x01,0x01,0x02,0x02,0x01,0x00,0x00,0x03,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x55,0x2D,0x28,0x2D,0x19,0x0A,0x28,0x0,0x0,0x0,0x0,0x0,0x0,0x88aedd4,0x5,0x0,0x0,0x0
Lance,LanceName,LanceDesc,0x19,Cavalier,LanceMug,0x00,0x07,0x04,0x01,0x00,0x00,0x04,0x03,0x00,0x00,0x02,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x50,0x28,0x2D,0x32,0x14,0x0F,0x23,0x0,0x0,0x0,0x0,0x0,0x0,0x88aedec,0xb,0x0,0x0,0x0
Perceval,PercevalName,PercevalDesc,0x1A,Paladin,PercevalMug,0x00,0x05,0x29,0x0D,0x14,0x0A,0x09,0x0B,0x06,0x08,0x0C,0x01,0xC9,0xC9,0x65,0x00,0x00,0x00,0x00,0x00,0x4B,0x1E,0x19,0x23,0x14,0x0A,0x14,0x0,0x0,0x0,0x0,0x0,0x0,0x88aee04,0x4,0x0,0x0,0x0
Igrene,IgreneName,IgreneDesc,0x1B,Sniper_F,IgreneMug,0x00,0x04,0x2C,0x05,0x0D,0x0A,0x0C,0x08,0x06,0x07,0x09,0x00,0x00,0x00,0x00,0x97,0x00,0x00,0x00,0x00,0x46,0x23,0x19,0x23,0x0A,0x05,0x14,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Marcus,MarcusName,MarcusDesc,0x1C,Paladin,MarcusMug,0x00,0x04,0x02,0x01,0x09,0x02,0x0A,0x04,0x01,0x05,0x0A,0x00,0x00,0xC9,0x00,0x00,0x00,0x00,0x00,0x00,0x3C,0x19,0x14,0x19,0x0F,0x14,0x14,0x0,0x0,0x0,0x0,0x0,0x0,0x88aee4c,0x0,0x0,0x0,0x0
Astolfo,AstolfoName,AstolfoDesc,0x1D,Thief,AstolfoMug,0x00,0x05,0x17,0x0A,0x09,0x04,0x07,0x06,0x05,0x03,0x0B,0x02,0x65,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x5A,0x23,0x28,0x32,0x14,0x14,0x0F,0x0,0x0,0x0,0x0,0x0,0x0,0x88aee64,0x4,0x0,0x0,0x0
Ward,WardName,WardDesc,0x1E,Fighter,WardMug,0x00,0x01,0x0A,0x02,0x08,0x03,0x01,0x01,0x01,0x00,0x04,0x02,0x00,0x00,0x33,0x00,0x00,0x00,0x00,0x00,0x4B,0x32,0x2D,0x14,0x1E,0x05,0x2D,0x0,0x0,0x0,0x0,0x0,0x0,0x88aee7c,0xc,0x0,0x0,0x0
Lot,LotName,LotDesc,0x1F,Fighter,LotMug,0x00,0x07,0x0B,0x03,0x09,0x02,0x04,0x03,0x02,0x01,0x02,0x01,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x50,0x1E,0x1E,0x23,0x28,0x0F,0x1E,0x0,0x0,0x0,0x0,0x0,0x0,0x88aee94,0x3,0x0,0x0,0x0
Bartre,BartreName,BartreDesc,0x20,Warrior,BartreMug,0x00,0x02,0x25,0x01,0x14,0x0E,0x06,0x04,0x05,0x03,0x0E,0x01,0x00,0x00,0xC9,0x33,0x00,0x00,0x00,0x00,0x46,0x28,0x14,0x1E,0x14,0x05,0x14,0x0,0x0,0x0,0x0,0x0,0x0,0x88aecfc,0x3,0x0,0x0,0x0
Lugh,LughName,LughDesc,0x21,Mage,LughMug,0x00,0x01,0x0E,0x01,0x00,0x03,0x03,0x03,0x00,0x02,0x05,-2,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x32,0x28,0x32,0x32,0x0F,0x1E,0x23,0x0,0x0,0x0,0x0,0x0,0x0,0x88aeeac,0xa,0x0,0x0,0x0
Lilina,LilinaName,LilinaDesc,0x22,Mage_F,LilinaMug,0x00,0x06,0x18,0x01,0x00,0x04,0x02,0x02,0x00,0x03,0x04,0x00,0x00,0x00,0x00,0x00,0x00,0x65,0x00,0x00,0x2D,0x4B,0x14,0x23,0x0A,0x23,0x32,0x0,0x0,0x0,0x0,0x0,0x0,0x88aed44,0xa,0x0,0x0,0x0
Hugh,HughName,HughDesc,0x23,Mage,HughMug,0x00,0x03,0x2F,0x0F,0x0A,0x0C,0x09,0x09,0x06,0x06,0x0A,0x01,0x00,0x00,0x00,0x00,0x00,0x65,0x00,0x00,0x4B,0x1E,0x1E,0x2D,0x14,0x0F,0x19,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Niime,NiimeName,NiimeDesc,0x24,Druid_F,NiimeMug,0x00,0x07,0x32,0x11,0x08,0x0E,0x11,0x0C,0x02,0x0B,0x0F,0x00,0x00,0x00,0x00,0x00,0xC9,0x00,0x00,0xC9,0x19,0x0F,0x0F,0x0F,0x0F,0x14,0x05,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Raigh,RaighName,RaighDesc,0x25,Shaman,RaighMug,0x00,0x04,0x26,0x0A,0x07,0x0A,0x08,0x07,0x03,0x06,0x06,-1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x65,0x37,0x2D,0x37,0x28,0x0F,0x23,0x0F,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Larum,LarumName,LarumDesc,0x26,Dancer,LarumMug,0x00,0x02,0x22,0x01,0x00,0x00,0x00,0x04,0x02,0x03,0x09,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x46,0x0A,0x05,0x46,0x14,0x1E,0x50,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Juno,JunoName,JunoDesc,0x27,FalcoKnight,JunoMug,0x00,0x06,0x33,0x09,0x0D,0x05,0x07,0x09,0x03,0x08,0x0E,0x01,0x00,0xC9,0x00,0x00,0x00,0x00,0x00,0x00,0x32,0x14,0x23,0x1E,0x0A,0x0A,0x2D,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Thea,TheaName,TheaDesc,0x28,PegasusKnight,TheaMug,0x00,0x04,0x21,0x08,0x08,0x02,0x03,0x06,0x04,0x04,0x03,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x3C,0x28,0x2D,0x37,0x0F,0x14,0x28,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Shanna,ShannaName,ShannaDesc,0x29,PegasusKnight,ShannaMug,0x00,0x03,0x0C,0x01,0x03,0x00,0x01,0x07,0x03,0x03,0x05,-1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x2D,0x1E,0x37,0x3C,0x0A,0x19,0x3C,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Zeiss,ZeissName,ZeissDesc,0x2A,WyvernRider,ZeissMug,0x00,0x02,0x30,0x07,0x08,0x07,0x06,0x03,0x04,0x02,0x06,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x50,0x3C,0x32,0x23,0x19,0x05,0x14,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Galle,GalleName,GalleDesc,0x2B,WyvernLord,GalleMug,0x00,0x04,0x38,0x0A,0x18,0x0D,0x0A,0x06,0x0C,0x0D,0x0B,0x01,0xC9,0xC9,0x00,0x00,0x00,0x00,0x00,0x00,0x28,0x14,0x14,0x0F,0x1E,0x05,0x1E,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Elffin,ElffinName,ElffinDesc,0x2C,Bard,ElffinMug,0x00,0x06,0x23,0x01,0x01,0x00,0x01,0x03,0x03,0x01,0x0B,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x50,0x05,0x05,0x41,0x19,0x37,0x41,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Cath,CathName,CathDesc,0x2D,Thief,CathMug,0x00,0x07,0x27,0x05,0x00,0x02,0x06,0x04,0x01,0x00,0x08,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x50,0x28,0x2D,0x55,0x0F,0x14,0x32,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Sophia,SophiaName,SophiaDesc,0x2E,Shaman_F,SophiaMug,0x00,0x05,0x2B,0x01,0x00,0x03,0x01,0x03,0x00,0x03,0x03,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x65,0x3C,0x37,0x28,0x1E,0x14,0x37,0x14,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Melady,MeladyName,MeladyDesc,0x2F,WyvernRider_F,MeladyMug,0x00,0x05,0x28,0x0A,0x0B,0x06,0x06,0x05,0x06,0x03,0x05,0x00,0x00,0x65,0x00,0x00,0x00,0x00,0x00,0x00,0x4B,0x32,0x32,0x2D,0x14,0x05,0x19,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Gonzalez,GonzalezName,GonzalezDesc,0x30,Brigand,GonzalezMug,0x00,0x02,0x1F,0x0B,0x10,0x07,0x04,0x04,0x03,0x00,0x05,0x03,0x00,0x00,0x65,0x00,0x00,0x00,0x00,0x00,0x5A,0x3C,0x0F,0x32,0x19,0x05,0x23,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Noah,NoahName,NoahDesc,0x31,Cavalier,NoahMug,0x00,0x07,0x16,0x04,0x07,0x03,0x05,0x04,0x01,0x01,0x06,0x01,0x65,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x4B,0x1E,0x2D,0x1E,0x1E,0x0A,0x28,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Trec,TrecName,TrecDesc,0x32,Cavalier,TrecMug,0x00,0x03,0x15,0x03,0x05,0x03,0x04,0x02,0x02,0x00,0x05,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x55,0x28,0x1E,0x23,0x1E,0x05,0x32,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Zelot,ZelotName,ZelotDesc,0x33,Paladin,ZelotMug,0x00,0x05,0x14,0x01,0x0C,0x03,0x08,0x06,0x03,0x04,0x05,0x00,0x65,0xC9,0x33,0x00,0x00,0x00,0x00,0x00,0x4B,0x19,0x14,0x14,0x1E,0x0F,0x0F,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Echidna,EchidnaName,EchidnaDesc,0x34,Hero_F,EchidnaMug,0x00,0x04,0x24,0x01,0x0D,0x07,0x09,0x07,0x02,0x04,0x06,0x00,0x00,0x00,0x97,0x00,0x00,0x00,0x00,0x00,0x4B,0x1E,0x19,0x1E,0x0F,0x0F,0x14,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Cecilia,CeciliaName,CeciliaDesc,0x35,Valkyrie,CeciliaMug,0x00,0x07,0x2A,0x01,0x0B,0x07,0x04,0x05,0x03,0x05,0x0A,0x00,0x00,0x00,0x00,0x00,0x00,0xC9,0x00,0x00,0x3C,0x23,0x2D,0x19,0x14,0x19,0x19,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Geese,GeeseName,GeeseDesc,0x36,Pirate,GeeseMug,0x00,0x01,0x1E,0x0A,0x0E,0x06,0x07,0x03,0x05,0x00,0x09,0x01,0x00,0x00,0x97,0x00,0x00,0x00,0x00,0x00,0x55,0x32,0x1E,0x28,0x14,0x0A,0x28,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Merlinus,MerlinusName,MerlinusDesc,0x37,Transporter,MerlinusMug,0x00,0x05,0x07,0x01,0x00,0x00,0x00,0x00,0x00,0x00,0x0A,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x64,0x00,0x32,0x32,0x14,0x05,0x64,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Eliwood,EliwoodName,EliwoodDesc,0x38,Paladin,EliwoodMug,0x00,0x07,0x3C,0x14,0x19,0x12,0x10,0x0F,0x10,0x0C,0x0E,0x00,0xC9,0xFB,0x65,0x00,0x00,0x00,0x00,0x00,0x3C,0x14,0x1E,0x23,0x0F,0x05,0x19,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Guinivere,GuinivereName,GuinivereDesc,0x39,Sage_F,GuinivereMug,0x00,0x06,0x3E,0x14,0x0A,0x14,0x12,0x12,0x0A,0x14,0x18,0x00,0x00,0x00,0x00,0x00,0xC9,0x97,0xFB,0x00,0x3C,0x14,0x1E,0x23,0x0F,0x05,0x19,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0A Citizen,CitizenName, CitizenDesc,0x3A,0x01,0x0,0x01,0x00,0x00,0x14,0x0A,0x14,0x12,0x12,0x0A,0x14,0x18,0x00,0x00,0x00,0x00,0x00,0xC9,0x97,0xFB,0x00,0x3C,0x14,0x1E,0x23,0x0F,0x05,0x19,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x3B Lyon's Summon,0x2f1,0x33d,0x3b,0x7,0x0,0x7,DarkAffinity,0x25,1,0,3,2,3,0,0,20,0,NoRank,NoRank,CRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,60,45,30,0,0,60,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x3C <Summon>,0x26d,0x32e,0x3c,0x31,0x0,0x0,NoAffinity,0x0,18,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,ERank,NoRank,NoRank,CRank,50,30,35,32,8,40,45,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x3D <'Summonern'>,0x26c,0x32e,0x3d,0x31,0x0,0x0,NoAffinity,0x0,9,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,ERank,NoRank,NoRank,CRank,50,30,35,32,8,40,45,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x3E Knoll's Summon,0x2f1,0x33d,0x3e,0x7,0x0,0x7,DarkAffinity,0x21,1,0,2,1,2,0,0,10,0,NoRank,NoRank,CRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,50,50,40,0,0,55,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x3F Ewan's Summon,0x2f1,0x33d,0x3f,0x7,0x0,0x7,DarkAffinity,0x1a,1,0,1,2,1,0,0,0,0,NoRank,NoRank,CRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,70,40,20,0,0,40,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x40 Lyon (Ch 17),0x234,0x28f,0x40,0x4f,0x4a,0x0,IceAffinity,0x0,14,26,13,9,6,14,11,4,0,NoRank,NoRank,NoRank,NoRank,ARank,NoRank,NoRank,SRank,85,50,55,55,45,55,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
0x41 Morva (Ch 20),0x235,0x290,0x41,0x3b,0x0,0x1,WindAffinity,0x0,18,42,16,10,11,3,7,7,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,150,100,90,70,160,80,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
0x42 Orson (Ch 5x),0x236,0x291,0x42,0x7,0x45,0x0,DarkAffinity,0x0,3,11,8,9,4,5,4,4,1,ARank,ARank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,80,55,45,40,45,30,25,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
0x43 Valter (Ch 15),0x237,0x292,0x43,0x23,0x42,0x0,IceAffinity,0x0,13,25,12,10,9,6,11,3,1,NoRank,SRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,80,40,55,50,20,20,15,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
0x44 Selena (Ch 10B & 13B),0x238,0x293,0x44,0x2a,0x3f,0x0,ThunderAffinity,0x0,11,19,10,8,10,8,11,10,0,NoRank,NoRank,NoRank,NoRank,BRank,ARank,NoRank,NoRank,85,40,55,40,20,30,25,0x0,0x0,0x0,0x0,0x0,IsBoss|IsFemale,0x0,0x0,0x0,0x0,0x0
0x45 Valter (Prologue),0x237,0x292,0x45,0x23,0x42,0x0,IceAffinity,0x0,5,14,6,7,6,3,5,2,1,NoRank,ARank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,85,50,10,10,10,15,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
0x46 Breguet (Ch 1),0x239,0x294,0x46,0x9,0x31,0x0,ThunderAffinity,0x0,4,3,3,0,1,0,0,2,0,NoRank,CRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,85,50,10,10,10,15,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
0x47 Bone (Ch 2),0x23a,0x295,0x47,0x41,0x32,0x0,IceAffinity,0x0,4,3,1,3,0,1,0,0,0,NoRank,NoRank,DRank,NoRank,NoRank,NoRank,NoRank,NoRank,85,50,10,10,10,15,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
0x48 Bazba (Ch 3),0x23b,0x296,0x48,0x41,0x33,0x0,FireAffinity,0x0,6,5,3,4,2,2,2,1,0,NoRank,NoRank,CRank,NoRank,NoRank,NoRank,NoRank,NoRank,85,50,10,10,10,15,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
